index,artist,country,genre,gender,group_size,debut_album_year,track_name,uri,image_uri,song_uri,song_image_uri,embedded_track
0,Drake,ca,Hip Hop,m,1,2009,Rich Baby Daddy (feat. Sexyy Red & SZA),spotify:artist:3TVXtAsR1Inumwj472S9r4,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,https://p.scdn.co/mp3-preview/b05595d63200498786692be1f6d79f1685b4e2b5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,https://open.spotify.com/embed/track/1yeB8MUNeLo9Ek1UEpsyz6
1,Taylor Swift,us,Pop,f,1,2006,Cruel Summer,spotify:artist:06HL4z0CvFAxyc27GXpf02,https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4,https://p.scdn.co/mp3-preview/dba15da5409f3c808022cf927c0ff8581f717aa4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://open.spotify.com/embed/track/1BxfuPKGuaTgP7aM0Bbdwr
2,The Weeknd,ca,Pop,m,1,2011,"One Of The Girls (with JENNIE, Lily Rose Depp)",spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,https://i.scdn.co/image/ab6761610000e5eb214f3cf1cbe7139c1e26ffbb,https://p.scdn.co/mp3-preview/e5bb7776aff44435b938eb084b2eca23e6c7f5ed?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c87bfeef81a210ddb7f717b5,https://open.spotify.com/embed/track/1VNWdmXSbaNrnWod10WIL0
3,Bad Bunny,pr,Latin,m,1,2018,PERRO NEGRO,spotify:artist:4q3ewBCX7sLwd24euuV69X,https://i.scdn.co/image/ab6761610000e5eb9ad50e478a469448c6f369df,https://p.scdn.co/mp3-preview/56ebd640e918ff135fed691da3c5697568e60a77?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,https://open.spotify.com/embed/track/7iQXYTyuG13aoeHxGG28Nh
4,Justin Bieber,ca,Pop,m,1,2009,Ghost,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,https://p.scdn.co/mp3-preview/10746d0627d5dd428001083030cf6726c5e92c67?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,https://open.spotify.com/embed/track/6I3mqTwhRpn34SLVafSH7G
5,Eminem,us,Hip Hop,m,1,1999,Without Me,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,https://p.scdn.co/mp3-preview/35fc7456c892c11867fe1513b92dc44e9664eaba?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,https://open.spotify.com/embed/track/7lQ8MOhq6IN2w8EYcFNSUk
6,Kanye West,us,Hip Hop,m,1,2004,Bound 2,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,https://p.scdn.co/mp3-preview/29e764b42b388d06a2d4abdc2bdae9e1834cf296?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,https://open.spotify.com/embed/track/4EWCNWgDS8707fNSZ1oaA5
7,Rihanna,bb,Pop,f,1,2005,We Found Love,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789,https://p.scdn.co/mp3-preview/3067667dfd88c43dbe49d977a03d7158cd02a06b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,https://open.spotify.com/embed/track/6qn9YLKt13AGvpq9jfO8py
8,Post Malone,us,Hip Hop,m,1,2016,Sunflower - Spider-Man: Into the Spider-Verse,spotify:artist:246dkjvS1zLTtiykXe5h60,https://i.scdn.co/image/ab6761610000e5eb6be070445b03e0b63147c2c1,https://p.scdn.co/mp3-preview/3c0788c6aba94192edcb497d9a02075bf76c5400?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,https://open.spotify.com/embed/track/0RiRZpuVRbi7oqRdSMwhQY
9,Travis Scott,us,Hip Hop,m,1,2015,FE!N (feat. Playboi Carti),spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,https://p.scdn.co/mp3-preview/4b0178cf6991f59db18e12e2219ff11e27474b0a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,https://open.spotify.com/embed/track/42VsgItocQwOQC3XWZ8JNA
10,Ed Sheeran,gb,Pop,m,1,2011,Perfect,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,https://i.scdn.co/image/ab6761610000e5eb3bcef85e105dfc42399ef0ba,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://open.spotify.com/embed/track/0tgVpDi06FyKpA1z0VMD4v
11,Ariana Grande,us,Pop,f,1,2013,we can't be friends (wait for your love),spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,https://p.scdn.co/mp3-preview/aa7d619d38c678b237b4131e77f05ecae504b84f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,https://open.spotify.com/embed/track/51ZQ1vr10ffzbwIjDCwqm4
12,Kendrick Lamar,us,Hip Hop,m,1,2011,Like That,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,https://p.scdn.co/mp3-preview/793f43da71fe668c35b72a38ae7f93e783823e17?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,https://open.spotify.com/embed/track/2tudvzsrR56uom6smgOcSf
13,Nicki Minaj,tt,Hip Hop,f,1,2010,Beauty And A Beat,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd,https://p.scdn.co/mp3-preview/6dff839b2be5bd6eb7e33e398714100b0e6b78bd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273da2c9e212d101ae2f9eefaa1,https://open.spotify.com/embed/track/2S5NuP68ckFRvC0qMd7dVR
14,Future,us,Hip Hop,m,1,2012,Like That,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,https://i.scdn.co/image/ab6761610000e5eb6ef89e23678018c6d8630825,https://p.scdn.co/mp3-preview/793f43da71fe668c35b72a38ae7f93e783823e17?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8,https://open.spotify.com/embed/track/2tudvzsrR56uom6smgOcSf
15,J Balvin,co,Latin,m,1,2012,LA CANCIÓN,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,https://i.scdn.co/image/ab6761610000e5ebeacb832512fec776bbdac3a6,https://p.scdn.co/mp3-preview/844e315c5f4c8f76f322de603ed3820db6a46d6a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,https://open.spotify.com/embed/track/0fea68AdmYNygeTGI4RC18
16,BTS,kr,Pop,m,7,2013,My Universe,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,https://i.scdn.co/image/ab6761610000e5ebd642648235ebf3460d2d1f6a,https://p.scdn.co/mp3-preview/0790eb03d0d2b6aac7c9c762bc2bf1f3649dd7ca?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ec10f247b100da1ce0d80b6d,https://open.spotify.com/embed/track/46HNZY1i7O6jwTA7Slo2PI
17,Lil Wayne,us,Hip Hop,m,1,1999,Love Me,spotify:artist:55Aa2cqylxrFIXC767Z865,https://i.scdn.co/image/ab6761610000e5ebc1c08e541eae3cc82c6988c4,https://p.scdn.co/mp3-preview/7c107464757b8dd30f95a7ef5e3284ebede674b7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27380c64a084164867806ea617a,https://open.spotif2.17y.com/embed/track/2XHzzp1j4IfTNp1FTn7YFg
18,Juice WRLD,us,Hip Hop,m,1,2018,Lucid Dreams,spotify:artist:4MCBfE4596Uoi2O4DtmEMz,https://i.scdn.co/image/ab6761610000e5eb1908e1a8b79abf71d5598944,https://p.scdn.co/mp3-preview/85ba40ef782e993bac9ee1c945f90c123b11ffec?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,https://open.spotify.com/embed/track/285pBltuF7vW8TeWk8hdRR
19,Ozuna,pr,Latin,m,1,2017,Hey Mor,spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,https://i.scdn.co/image/ab6761610000e5ebc80f303b208a480f52e8180b,https://p.scdn.co/mp3-preview/cd2d2242b748408da15c2b66f47d54b3f0793ae0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45,https://open.spotify.com/embed/track/1zsPaEkglFvxjAhrM8yhpr
21,Maroon 5,us,Pop,m,7,2002,Maps,spotify:artist:04gDigrS5kc9YWfZHwBETP,https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77,https://p.scdn.co/mp3-preview/36f41e3d1e62e771fc4ceed91877785935881063?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,https://open.spotify.com/embed/track/4gbVRS8gloEluzf0GzDOFc
22,David Guetta,fr,Electronic,m,1,2002,I'm Good (Blue),spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,https://i.scdn.co/image/ab6761610000e5ebf150017ca69c8793503c2d4f,https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4,https://open.spotify.com/embed/track/4uUG5RXrOk84mYEfFvj3cK
23,Queen,gb,Rock,m,4,1973,Don't Stop Me Now - Remastered 2011,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,https://p.scdn.co/mp3-preview/57232e14c7a69050e17ca1c49cc65787f9253916?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273008b06ec71019afd70153889,https://open.spotify.com/embed/track/7hQJA50XrCWABAu5v6QZ4i
24,Bruno Mars,us,Pop,m,1,2010,Locked out of Heaven,spotify:artist:0du5cEVh5yTK9QJze8zA0C,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,https://p.scdn.co/mp3-preview/5a0318e6c43964786d22b9431af35490e96cff3d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,https://open.spotify.com/embed/track/3w3y8KPTfNeOKPiqUTakBh
25,21 Savage,gb,Hip Hop,m,1,2015,redrum,spotify:artist:1URnnhqYAYcrqrcwql10ft,https://i.scdn.co/image/ab6761610000e5eba5e754a9c1fc7ad7ee01798b,https://p.scdn.co/mp3-preview/36b18ee006f29af8902a4886029ba2431368f57a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347,https://open.spotify.com/embed/track/52eIcoLUM25zbQupAZYoFh
26,Chris Brown,us,R&B,m,1,2005,Superhero (Heroes & Villains) [with Future & Chris Brown],spotify:artist:7bXgB6jMjp9ATFy66eO08Z,https://i.scdn.co/image/ab6761610000e5eba48397e590a1c70e2cda7728,https://p.scdn.co/mp3-preview/1d56b40ee7d47268c533ac05ef88f1b152fef22e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://open.spotify.com/embed/track/0vjeOZ3Ft5jvAi9SBFJm1j
28,Daddy Yankee,pr,Latin,m,1,2002,Gasolina,spotify:artist:4VMYDCV2IEDYJArk749S6m,https://i.scdn.co/image/ab6761610000e5ebf9ad208bbff79c1ce09c77c1,https://p.scdn.co/mp3-preview/7c545be6847f3a6b13c4ad9c70d10a34f49a92d3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736bdcdf82ecce36bff808a40c,https://open.spotify.com/embed/track/228BxWXUYQPJrJYHDLOHkj
29,Dua Lipa,gb,Pop,f,1,2017,Houdini,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,https://i.scdn.co/image/ab6761610000e5eb0c68f6c95232e716f0abee8d,https://p.scdn.co/mp3-preview/df4af86970ffb1a7042d1d228bcea7b4aabfdba4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273001d5706fddc72561f6488af,https://open.spotify.com/embed/track/4OMJGnvZfDvsePyCwRGO7X
30,XXXTENTACION,us,Hip Hop,m,1,2017,Revenge,spotify:artist:15UsOTVnJzReFVN1VCnxy4,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,https://p.scdn.co/mp3-preview/8f5fe8bb510463b2da20325c8600200bf2984d83?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://open.spotify.com/embed/track/5TXDeTFVRVY7Cvt0Dw4vWW
31,Imagine Dragons,us,Alternative,m,4,2012,Demons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e,https://p.scdn.co/mp3-preview/dffa47dbbfe06cff32e8b676e66e7d50ad358ca7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,https://open.spotify.com/embed/track/3LlAyCYU26dvFZBDUIMb7a
32,Lil Uzi Vert,us,Hip Hop,nb,1,2015,Lucid Dreams (feat. Lil Uzi Vert) - Remix,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,https://i.scdn.co/image/ab6761610000e5eb1234d2f516796badbdf16a89,https://p.scdn.co/mp3-preview/760906b30dac914a1fb9a5081fd0ca49874dda16?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bf640cd39d097f99c6f6e48f,https://open.spotify.com/embed/track/1jKlRcH7X78ps1yKBTWyUV
33,Lana Del Rey,us,Pop,f,1,2012,Summertime Sadness,spotify:artist:00FQb4jTyendYWaN8pK0wa,https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261,https://p.scdn.co/mp3-preview/c2417b9b977404dfc4a3c6b6ef5ac8f7abccee54?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f894be72a77b1488292672c7,https://open.spotify.com/embed/track/1Ist6PR2BZR3n2z2Y5R6S1
34,Lady Gaga,us,Pop,f,1,2008,Poker Face,spotify:artist:1HY2Jd0NmPuamShAr6KMms,https://i.scdn.co/image/ab6761610000e5ebc8d3d98a1bccbe71393dbfbf,https://p.scdn.co/mp3-preview/36abf77572983417d63a3aed8923d00e07167efa?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273631810af03785dbad83f5c81,https://open.spotify.com/embed/track/5R8dQOPq8haW94K7mgERlO
35,Khalid,us,R&B,m,1,2017,lovely (with Khalid),spotify:artist:6LuN9FCkKOj5PcnpouEgny,https://i.scdn.co/image/ab6761610000e5eb31072db9da0311ecfabe96bf,https://p.scdn.co/mp3-preview/18b3cbbad11e488c24c76d0c697cec8618c15f96?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,https://open.spotify.com/embed/track/0u2P5u6lvoDfwTYjAADbn4
36,Calvin Harris,gb,Electronic,m,1,2007,We Found Love,spotify:artist:7CajNmpbOovFoOoasH2HaY,https://i.scdn.co/image/ab6761610000e5eb37bff6aa1d42bede9048750f,https://p.scdn.co/mp3-preview/3067667dfd88c43dbe49d977a03d7158cd02a06b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bef074de9ca825bddaeb9f46,https://open.spotify.com/embed/track/6qn9YLKt13AGvpq9jfO8py
37,Lil Baby,us,Hip Hop,m,1,2017,Drip Too Hard (Lil Baby & Gunna),spotify:artist:5f7VJjfbwm532GiveGC0ZK,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c,https://p.scdn.co/mp3-preview/613d9fe82d39123b5f37cfcbc9e3c22431fd3c8a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c,https://open.spotify.com/embed/track/78QR3Wp35dqAhFEc2qAGjE
38,SZA,us,R&B,f,1,2014,Saturn,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,https://i.scdn.co/image/ab6761610000e5eb0895066d172e1f51f520bc65,https://p.scdn.co/mp3-preview/74f603e906ab7a5409cf2edc6dda326ebe7c1d49?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07,https://open.spotify.com/embed/track/1bjeWoagtHmUKputLVyDxQ
39,Anuel AA,pr,Latin,m,1,2018,OA,spotify:artist:2R21vXR83lH98kGeO99Y66,https://i.scdn.co/image/ab6761610000e5ebadc4e360e643006e0a912af9,https://p.scdn.co/mp3-preview/1d68661f1f934d863d7234b2e454d75d1efd69b6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27331e30ddd08dde773cd4cbbbe,https://open.spotify.com/embed/track/6gMj2DzKR2PjrrbNSwcGFR
40,J. Cole,us,Hip Hop,m,1,2011,No Role Modelz,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,https://i.scdn.co/image/ab6761610000e5ebadd503b411a712e277895c8a,https://p.scdn.co/mp3-preview/062b69c85ad8361d6d7e484aa798b3596d174306?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,https://open.spotify.com/embed/track/68Dni7IE4VyPkTOH9mRWHr
41,Rauw Alejandro,pr,Latin,m,1,2019,DILUVIO,spotify:artist:1mcTU81TzQhprhouKaTkpq,https://i.scdn.co/image/ab6761610000e5eb9047f938310ea16b68a5bdeb,https://p.scdn.co/mp3-preview/740dfd7578fe9e226de6757a878cca37f4954ff0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f79b1ab5cd74db6a2d7c1fda,https://open.spotify.com/embed/track/2kz1YOhJiNubjigR1gB1VX
42,Sia,au,Pop,f,1,2003,Unstoppable,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,https://i.scdn.co/image/ab6761610000e5eb7c997fe6951bc0926f09ba38,https://p.scdn.co/mp3-preview/99a07d00531c0053f55a46e94ed92b1560396754?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,https://open.spotify.com/embed/track/1yvMUkIOTeUNtNWlWRgANS
43,Beyonce,us,Pop,f,1,2003,TEXAS HOLD 'EM,spotify:artist:6vWDO969PvNqNYHIOW5v0m,https://i.scdn.co/image/ab6761610000e5eb247f44069c0bd1781df2f785,https://p.scdn.co/mp3-preview/049e763cb1a9fe9ef0ecec1a1a27c9335ee521f1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736c1836a40380c147eab9c98f,https://open.spotify.com/embed/track/7AYmToZ5y67fBjq4RLFbuq
44,Karol G,co,Latin,f,1,2017,QLONA,spotify:artist:790FomKkXshlbRYZFtlgla,https://i.scdn.co/image/ab6761610000e5eb00bfcedce3845ae969c8277a,https://p.scdn.co/mp3-preview/cc4f8cbb4cd7329bebba6aea94fd3e2e8bb77767?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03,https://open.spotify.com/embed/track/5RqSsdzTNPX1uzkmlHCFvK
45,Snoop Dogg,us,Hip Hop,m,1,1993,"Young, Wild & Free (feat. Bruno Mars)",spotify:artist:7hJcb9fa4alzcOq3EaNPoG,https://i.scdn.co/image/ab6761610000e5eb9a398209a4ef3360dce2dec4,https://p.scdn.co/mp3-preview/c7ead2fb0d0be4004af5b912846138692b1fc0f9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f8fa110661ccdfb74cbcb447,https://open.spotify.com/embed/track/6YbhspuOar1D9WSSnfe7ds
46,Maluma,co,Latin,m,1,2012,Según Quién,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,https://i.scdn.co/image/ab6761610000e5eb39e39ba2b3216cda7146afa5,https://p.scdn.co/mp3-preview/b726d4008d57b82d7c72b2585c89677405d0819a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026,https://open.spotify.com/embed/track/4bw8mcDUSRWfQo63ZTYRnU
47,Metro Boomin,us,Hip Hop,m,1,2014,Creepin' (with The Weeknd & 21 Savage),spotify:artist:0iEtIxbK0KxaSlF7G42ZOp,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c,https://p.scdn.co/mp3-preview/adc5d059e4ccc40bbad75f3844eb03546d9ab05a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://open.spotify.com/embed/track/2dHHgzDwk4BJdRwy9uXhTO
48,Shawn Mendes,ca,Pop,m,1,2015,There's Nothing Holdin' Me Back,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,https://i.scdn.co/image/ab6761610000e5eb93e1fe183be0aebda170283a,https://p.scdn.co/mp3-preview/a484903cc14132afeb3614b674a01c42a45d8109?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,https://open.spotify.com/embed/track/7JJmb5XwzOO8jgpou264Ml
49,Young Thug,us,Hip Hop,m,1,2011,Trance (with Travis Scott & Young Thug),spotify:artist:50co4Is1HCEo8bhOyUWKpn,https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed,https://p.scdn.co/mp3-preview/21a37a02779c9edc02d1b690d70779024f540793?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://open.spotify.com/embed/track/5wG3HvLhF6Y5KTGlK0IW3J
50,Selena Gomez,us,Pop,f,1,2013,Calm Down (with Selena Gomez),spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,https://i.scdn.co/image/ab6761610000e5ebc3c753851496854e29abff7a,https://p.scdn.co/mp3-preview/b61b32e2928081fc98d438fd8c72919ab4fb12a4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7,https://open.spotify.com/embed/track/1s7oOCT8vauUh01PbJD6ps
51,The Beatles,gb,Rock,m,4,1963,Here Comes The Sun - Remastered 2009,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,https://p.scdn.co/mp3-preview/c92aa1522f4d342468892d77a4e55e27356aa295?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,https://open.spotify.com/embed/track/6dGnYIeXmHdcikdzNNDMm2
52,Farruko,pr,Latin,m,1,2010,Pepas,spotify:artist:329e4yvIujISKGKz1BZZbO,https://i.scdn.co/image/ab6761610000e5eb123dda336ae1e7e995ee3db5,https://p.scdn.co/mp3-preview/d34fb702d404e62f9816de0af525a7e2786a2c00?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f1bd89fe6542ac73b8555f73,https://open.spotify.com/embed/track/2B4GHvToeLTOBB4QLzW3Ni
53,Myke Towers,pr,Latin,m,1,2016,LA FALDA,spotify:artist:7iK8PXO48WeuP03g8YR51W,https://i.scdn.co/image/ab6761610000e5eb9e35c3c5de877f99a8f6192f,https://p.scdn.co/mp3-preview/e198a3f9d177f1981f2952cfbda81560560e6a68?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c75c054b6b209b0b91d818d8,https://open.spotify.com/embed/track/7iUtQNMRB8ZkKC4AmEuCJC
54,Nicky Jam,us,Latin,m,1,2014,X,spotify:artist:1SupJlEpv7RS2tPNRaHViT,https://i.scdn.co/image/ab6761610000e5eb26f66f68972f42b69d4f428a,https://p.scdn.co/mp3-preview/6745d4cf983eef46735f94db5a3336010546254b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273072a21c666bf2f7b3fababef,https://open.spotify.com/embed/track/5YUyW9opqNsMSEzzecZih1
55,Cardi B,us,Hip Hop,f,1,2016,Enough (Miami),spotify:artist:4kYSro6naA4h99UJvo89HB,https://i.scdn.co/image/ab6761610000e5eb4e8a7e14e2f602eb9af24e31,https://p.scdn.co/mp3-preview/428c9b66990aec0ea06dd3c04d5302ff7497b639?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731ddfbd7416f53efe7e43a166,https://open.spotify.com/embed/track/7pDfRnoEDRkcz7bQsOjnPc
56,Doja Cat,us,Pop,f,1,2018,Paint The Town Red,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,https://i.scdn.co/image/ab6761610000e5eb7f6d6cac38d494e87692af99,https://p.scdn.co/mp3-preview/f544992f165d4bd069f4d903ff946dc625ba0b8e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,https://open.spotify.com/embed/track/56y1jOTK0XSvJzVv9vHQBK
57,Feid,co,Latin,m,1,2015,LUNA,spotify:artist:2LRoIwlKmHjgvigdNGBHNo,https://i.scdn.co/image/ab6761610000e5eb9e7c05016af970bb9bf76cc1,https://p.scdn.co/mp3-preview/dd316c32a282c0772a7acd9581f41811eb518f05?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f1aad814a40ec7419c234242,https://open.spotify.com/embed/track/7bywjHOc0wSjGGbj04XbVi
58,Sam Smith,gb,Pop,nb,1,2014,Stay With Me,spotify:artist:2wY79sveU1sp5g7SokKOiI,https://i.scdn.co/image/ab6761610000e5eba8eef8322e55fc49ab436eea,https://p.scdn.co/mp3-preview/a6673e86dccaf0232ab041314ec716e03e2f34fc?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,https://open.spotify.com/embed/track/5Nm9ERjJZ5oyfXZTECKmRt
